Date,BTCPriceActual,BTCPriceProjected,BTCPrice,GlobalBTCRewards,MinerHRActual,MinerHRProjected,NetworkHRActual,NetworkHRProjected,MinerBTCRewardsActual,MinerBTCRewardsProjected,CumMinerBTCRewardsActual,CumMinerBTCRewardsProjected,MinerRevenueActual,MinerRevenueProjected,MinerExpensesActual,MinerExpensesProjected,MinerPNLActual,MinerPNLProjected,MinerPNL,CumMinerPNL,HedgePNL,CumHedgePNL,NetPNL,CumNetPNL,PayoffTime
2023-11-12,37140.27,0.0,37140.27,927.0,56.37,0.0,506083624.1310116,0.0,0.00011746,0.0,0.00122057,0.0,4.3624961142,0.0,1.1666666666666667,0.0,3.195829447533333,0.0,3.195829447533333,30.766371143666667,2.212836000000057,-1.711293999999961,5.40866544753339,30.766371143666667,0.0
2023-11-13,37058.98,0.0,37058.98,927.0,55.19,0.0,389037994.7160368,0.0,0.00011692,0.0,0.00133749,0.0,4.332935941600001,0.0,1.1666666666666667,0.0,3.1662692749333337,0.0,3.1662692749333337,33.9326404186,0.991737999999922,-0.719556000000039,4.158007274933255,33.9326404186,0.0
2023-11-14,36497.35,0.0,36497.35,927.0,55.04,0.0,443696225.37862045,0.0,0.00011582,0.0,0.00145331,0.0,4.227123077,0.0,1.1666666666666667,0.0,3.060456410333333,0.0,3.060456410333333,36.99309682893333,6.851886000000057,6.132330000000018,9.912342410333391,36.99309682893333,0.0
2023-11-15,35545.97,0.0,35545.97,927.0,55.59,0.0,475848125.7683755,0.0,0.00011904,0.0,0.00157235,0.0,4.2313922688,0.0,1.1666666666666667,0.0,3.0647256021333327,0.0,3.0647256021333327,40.05782243106667,11.60683599999997,17.739165999999987,14.671561602133302,40.05782243106667,0.0
2023-11-16,37891.48,0.0,37891.48,927.0,55.74,0.0,475848125.7683755,0.0,0.00013535,0.0,0.0017077,0.0,5.128611818,0.0,1.1666666666666667,0.0,3.9619451513333335,0.0,3.9619451513333335,44.0197675824,-28.615222000000024,-10.87605600000004,-24.653276848666692,44.0197675824,0.0
2023-11-17,36155.5,0.0,36155.5,927.0,53.94,0.0,482278505.8463265,0.0,0.00012554,0.0,0.0018332399999999999,0.0,4.53896147,0.0,1.1666666666666667,0.0,3.3722948033333333,0.0,3.3722948033333333,47.39206238573333,21.178956000000042,10.302900000000001,24.551250803333375,47.39206238573333,0.0
2023-11-18,36624.3,0.0,36624.3,927.0,53.3,0.0,479063315.80735093,0.0,0.00014028,0.0,0.00197352,0.0,5.137656804000001,0.0,1.1666666666666667,0.0,3.9709901373333336,0.0,3.9709901373333336,51.36305252306666,-5.719360000000036,4.583539999999965,-1.7483698626667028,51.36305252306666,0.0
2023-11-19,36588.13,0.0,36588.13,927.0,56.19,0.0,546582306.6258367,0.0,0.00012269,0.0,0.00209621,0.0,4.4889976697,0.0,1.1666666666666667,0.0,3.322331003033333,0.0,3.322331003033333,54.6853835261,0.44127400000006745,5.024814000000032,3.7636050030334003,54.6853835261,0.0
2023-11-20,37396.17,0.0,37396.17,927.0,55.4,0.0,533721546.46993476,0.0,0.00012076,0.0,0.00221697,0.0,4.5159614891999995,0.0,1.1666666666666667,0.0,3.3492948225333325,0.0,3.3492948225333325,58.03467834863333,-9.858088000000011,-4.833273999999979,-6.5087931774666785,58.03467834863333,0.0
2023-11-21,37479.96,0.0,37479.96,927.0,55.54,0.0,488708885.9242776,0.0,0.00011988,0.0,0.00233685,0.0,4.4930976048,0.0,1.1666666666666667,0.0,3.326430938133333,0.0,3.326430938133333,61.36110928676666,-1.0222380000000104,-5.855511999999989,2.3041929381333226,61.36110928676666,0.0
2023-11-22,35808.95,0.0,35808.95,927.0,54.61,0.0,456556985.5345224,0.0,0.00011536,0.0,0.0024522100000000002,0.0,4.130920472,0.0,1.1666666666666667,0.0,2.9642538053333327,0.0,2.9642538053333327,64.32536309209999,20.386322000000025,14.530810000000036,23.350575805333357,64.32536309209999,0.0
2023-11-23,37427.42,0.0,37427.42,927.0,52.94,0.0,472632935.72940004,0.0,0.0,0.0,0.0024522100000000002,0.0,0.0,0.0,1.1666666666666667,0.0,-1.1666666666666667,0.0,-1.1666666666666667,63.15869642543333,-19.745334000000014,-5.214523999999979,-20.912000666666682,63.15869642543333,0.0
2023-11-24,37297.56,0.0,37297.56,927.0,0.0,0.0,540151926.5478858,0.0,0.0,0.0,0.0024522100000000002,0.0,0.0,0.0,1.1666666666666667,0.0,-1.1666666666666667,0.0,-1.1666666666666667,61.99202975876666,1.5842920000000067,-3.630231999999972,0.41762533333333995,61.99202975876666,0.0
2023-11-25,37720.5,0.0,37720.5,927.0,0.0,0.0,511215216.1971062,0.0,3.731e-05,0.0,0.0024895200000000003,0.0,1.407351855,0.0,1.1666666666666667,0.0,0.2406851883333332,0.0,0.2406851883333332,62.23271494709999,-5.159868000000029,-8.7901,-4.919182811666696,62.23271494709999,0.0
2023-11-26,37800.94,0.0,37800.94,927.0,18.33,0.0,492891191.48160595,0.0,0.00010339,0.0,0.0025929100000000004,0.0,3.9082391866,0.0,1.1666666666666667,0.0,2.7415725199333334,0.0,2.7415725199333334,64.97428746703332,-0.9813680000000282,-9.771468000000029,1.7602045199333052,64.97428746703332,0.0
2023-11-27,37468.89,0.0,37468.89,927.0,53.48,0.0,439166010.2949663,0.0,0.0001042,0.0,0.0026971100000000004,0.0,3.904258338,0.0,1.1666666666666667,0.0,2.737591671333333,0.0,2.737591671333333,67.71187913836665,4.051010000000035,-5.720457999999994,6.788601671333368,67.71187913836665,0.0
2023-11-28,37248.86,0.0,37248.86,927.0,52.91,0.0,496595411.64123106,0.0,0.00010418999999999999,0.0,0.0028013000000000005,0.0,3.8809587234,0.0,1.1666666666666667,0.0,2.714292056733333,0.0,2.714292056733333,70.42617119509998,2.6843659999999865,-3.036092000000007,5.3986580567333196,70.42617119509998,0.0
2023-11-29,37832.75,0.0,37832.75,927.0,54.06,0.0,459435210.7701186,0.0,5.4380000000000005e-05,0.0,0.0028556800000000006,0.0,2.057344945,0.0,1.1666666666666667,0.0,0.8906782783333334,0.0,0.8906782783333334,71.31684947343332,-7.123457999999994,-10.159550000000001,-6.2327797216666605,71.31684947343332,0.0
2023-11-30,37867.37,0.0,37867.37,927.0,28.51,0.0,452678810.6117344,0.0,0.0,0.0,0.0028556800000000006,0.0,0.0,0.0,1.1666666666666667,0.0,-1.1666666666666667,0.0,-1.1666666666666667,70.15018280676665,-0.42236400000003194,-10.581914000000033,-1.5890306666666987,70.15018280676665,0.0
2023-12-01,37711.79,0.0,37711.79,927.0,0.0,0.0,570915813.3834561,0.0,0.0,0.0,0.0028556800000000006,0.0,0.0,0.0,1.1666666666666667,0.0,-1.1666666666666667,0.0,-1.1666666666666667,68.98351614009998,1.8980760000000227,-8.68383800000001,0.731409333333356,68.98351614009998,0.0
2023-12-02,38697.81,0.0,38697.81,927.0,0.0,0.0,429031410.0573902,0.0,2.65e-05,0.0,0.0028821800000000007,0.0,1.0254919649999998,0.0,1.1666666666666667,0.0,-0.1411747016666669,0.0,-0.1411747016666669,68.84234143843331,-12.029443999999964,-20.713281999999975,-12.170618701666632,68.84234143843331,0.0
2023-12-03,39476.4,0.0,39476.4,927.0,13.81,0.0,0.0,429438976.00464106,0.0,0.0,0.0028821800000000007,0.0,0.0,0.0,1.1666666666666667,0.0,-1.1666666666666667,0.0,-1.1666666666666667,67.67567477176664,-9.498798000000043,-30.212080000000018,-10.66546466666671,67.67567477176664,0.0
2023-12-04,0.0,41425.19867903726,41425.19867903726,927.0,0.0,43.130322580645164,0.0,429846929.1263445,0.0,8.836335915634966e-05,0.0028821800000000007,8.836335915634966e-05,0.0,3.660469708998911,0.0,1.1666666666666667,0.0,2.493803042332244,2.493803042332244,70.16947781409888,-23.77534388425457,-53.98742388425459,-21.28154084192233,70.16947781409888,0.0
2023-12-05,0.0,21860.072309147545,21860.072309147545,927.0,0.0,43.130322580645164,0.0,430255269.7903038,0.0,8.827949649322606e-05,0.0028821800000000007,0.00017664285564957574,0.0,1.9297961767570588,0.0,1.1666666666666667,0.0,0.7631295100903921,0.7631295100903921,70.93260732418928,238.69454171265454,184.70711782839996,239.45767122274492,70.93260732418928,0.0
2023-12-06,0.0,45755.47363479732,45755.47363479732,927.0,0.0,43.130322580645164,0.0,430663998.3646715,0.0,8.819571342130785e-05,0.0028821800000000007,0.0002648385690708836,0.0,4.035436640150792,0.0,1.1666666666666667,0.0,2.8687699734841248,2.8687699734841248,73.8013772976734,-291.5238961729273,-106.81677834452735,-288.6551261994432,73.8013772976734,0.0
2023-12-07,0.0,32487.711959578228,32487.711959578228,927.0,0.0,43.130322580645164,0.0,431073115.2179501,0.0,8.811200986505766e-05,0.0028821800000000007,0.0003529505789359413,0.0,2.862557596675509,0.0,1.1666666666666667,0.0,1.695890930008842,1.695890930008842,75.49726822768224,161.86669243767298,55.049914093145624,163.5625833676818,75.49726822768224,0.0
2023-12-08,0.0,37290.57686020925,37290.57686020925,927.0,0.0,43.130322580645164,0.0,431482620.71899176,0.0,8.802838574900996e-05,0.0028821800000000007,0.00044097896468495124,0.0,3.2826292846536043,0.0,1.1666666666666667,0.0,2.1159626179869377,2.1159626179869377,77.61323084566918,-58.59495178769848,-3.5450376945528537,-56.47898916971154,77.61323084566918,0.0
2023-12-09,0.0,36015.33672387318,36015.33672387318,927.0,0.0,43.130322580645164,0.0,431892515.2369994,0.0,8.794484099777067e-05,0.0028821800000000007,0.0005289238056827219,0.0,3.167363061662198,0.0,1.1666666666666667,0.0,2.000696394995531,2.000696394995531,79.61392724066471,15.55792966330005,12.012891968747196,17.55862605829558,79.61392724066471,0.0
2023-12-10,0.0,33197.12674295677,33197.12674295677,927.0,0.0,43.130322580645164,0.0,432302799.1415264,0.0,8.786137553601742e-05,0.0028821800000000007,0.0006167851812187392,0.0,2.9167452194796915,0.0,1.1666666666666667,0.0,1.7500785528130247,1.7500785528130247,81.36400579347773,34.38216176718025,46.39505373592745,36.13224031999327,81.36400579347773,0.0
2023-12-11,0.0,39566.93554527814,39566.93554527814,927.0,0.0,43.130322580645164,0.0,432713472.8024776,0.0,8.777798928849918e-05,0.0028821800000000007,0.0007045631705072384,0.0,3.473106044472162,0.0,1.1666666666666667,0.0,2.3064393778054955,2.3064393778054955,83.67044517128322,-77.71166738832073,-31.31661365239329,-75.40522801051524,83.67044517128322,0.0
2023-12-12,0.0,40413.11273354607,40413.11273354607,927.0,0.0,43.130322580645164,0.0,433124536.5901087,0.0,8.769468218003648e-05,0.0028821800000000007,0.0007922578526872748,0.0,3.5440150770743077,0.0,1.1666666666666667,0.0,2.3773484104076408,2.3773484104076408,86.04779358169085,-10.323361696868762,-41.63997534926205,-7.946013286461121,86.04779358169085,0.0
2023-12-13,0.0,45598.21623083472,45598.21623083472,927.0,0.0,43.130322580645164,0.0,433535990.87502766,0.0,8.761145413552106e-05,0.0028821800000000007,0.0008798693068227959,0.0,3.994926029969348,0.0,1.1666666666666667,0.0,2.8282593633026814,2.8282593633026814,88.87605294499353,-63.25826266692152,-104.89823801618357,-60.43000330361883,88.87605294499353,0.0
2023-12-14,0.0,21760.31425732594,21760.31425732594,927.0,0.0,43.130322580645164,0.0,433947836.02819407,0.0,8.752830507991606e-05,0.0028821800000000007,0.000967397611902712,0.0,1.9046434249500719,0.0,1.1666666666666667,0.0,0.7379767582834051,0.7379767582834051,89.61402970327694,290.8224040768071,185.92416606062355,291.56038083509054,89.61402970327694,0.0
2023-12-15,0.0,30673.154519782736,30673.154519782736,927.0,0.0,43.130322580645164,0.0,434360072.42092025,0.0,8.744523493825577e-05,0.0028821800000000007,0.0010548428468409679,0.0,2.682221203279823,0.0,1.1666666666666667,0.0,1.5155545366131562,1.5155545366131562,91.1295842398901,-108.73665120197293,77.18751485865062,-107.22109666535978,91.1295842398901,0.0
2023-12-16,0.0,48611.84035675369,48611.84035675369,927.0,0.0,43.130322580645164,0.0,434772700.424871,0.0,8.736224363564564e-05,0.0028821800000000007,0.0011422050904766135,0.0,4.246839440823827,0.0,1.1666666666666667,0.0,3.08017277415716,3.08017277415716,94.20975701404726,-218.8519672110456,-141.664452352395,-215.77179443688846,94.20975701404726,0.0
2023-12-17,0.0,39194.398427197375,39194.398427197375,927.0,0.0,43.130322580645164,0.0,435185720.4120643,0.0,8.727933109726225e-05,0.0028821800000000007,0.0012294844215738757,0.0,3.420860877485375,0.0,1.1666666666666667,0.0,2.2541942108187083,2.2541942108187083,96.46395122486597,114.89279154058701,-26.771660811807976,117.14698575140572,96.46395122486597,0.0
2023-12-18,0.0,41339.74341070164,41339.74341070164,927.0,0.0,43.130322580645164,0.0,435599132.7548717,0.0,8.719649724835309e-05,0.0028821800000000007,0.0013166809188222288,0.0,3.604680822558868,0.0,1.1666666666666667,0.0,2.4380141558922013,2.4380141558922013,98.90196538075817,-26.173208798752007,-52.944869610559984,-23.735194642859806,98.90196538075817,0.0
2023-12-19,0.0,25939.062019168177,25939.062019168177,927.0,0.0,43.130322580645164,0.0,436012937.8260182,0.0,8.711374201423667e-05,0.0028821800000000007,0.0014037946608364655,0.0,2.2596487568291015,0.0,1.1666666666666667,0.0,1.0929820901624347,1.0929820901624347,99.99494747092061,187.88831297670822,134.94344336614824,188.98129506687064,99.99494747092061,0.0
2023-12-20,0.0,38533.51458284663,38533.51458284663,927.0,0.0,43.130322580645164,0.0,436427135.99858296,0.0,8.703106532030238e-05,0.0028821800000000007,0.0014908257261567678,0.0,3.3536128246805488,0.0,1.1666666666666667,0.0,2.186946158013882,2.186946158013882,102.18189362893449,-153.6523212768771,-18.708877910728845,-151.46537511886322,102.18189362893449,0.0
2023-12-21,0.0,28049.22081012922,28049.22081012922,927.0,0.0,43.130322580645164,0.0,436841727.6459998,0.0,8.694846709201034e-05,0.0028821800000000007,0.0015777741932487782,0.0,2.438836752566052,0.0,1.1666666666666667,0.0,1.2721700858993852,1.2721700858993852,103.45406371483388,127.90838402715237,109.19950611642352,129.18055411305176,103.45406371483388,0.0
2023-12-22,0.0,31520.547691497584,31520.547691497584,927.0,0.0,43.130322580645164,0.0,437256713.14205676,0.0,8.686594725489158e-05,0.0028821800000000007,0.0016646401405036697,0.0,2.7380622332149236,0.0,1.1666666666666667,0.0,1.5713955665482569,1.5713955665482569,105.02545928138214,-42.35018795269404,66.84931816372948,-40.77879238614579,105.02545928138214,0.0
2023-12-23,0.0,35108.7810727845,35108.7810727845,927.0,0.0,43.130322580645164,0.0,437672092.8608976,0.0,8.678350573454761e-05,0.0028821800000000007,0.0017514236462382172,0.0,3.0468631035629703,0.0,1.1666666666666667,0.0,1.8801964368963036,1.8801964368963036,106.90565571827844,-43.77644725170036,23.072870912029114,-41.896250814804056,106.90565571827844,0.0
2023-12-24,0.0,49562.4909681988,49562.4909681988,927.0,0.0,43.130322580645164,0.0,438087867.17702115,0.0,8.670114245665065e-05,0.0028821800000000007,0.0018381247886948679,0.0,4.297124589940266,0.0,1.1666666666666667,0.0,3.1304579232735987,3.1304579232735987,110.03611364155203,-176.33526072405448,-153.26238981202536,-173.20480280078087,110.03611364155203,0.0
2023-12-25,0.0,41580.766130338525,41580.766130338525,927.0,0.0,43.130322580645164,0.0,438504036.46528184,0.0,8.66188573469435e-05,0.0028821800000000007,0.0019247436460418114,0.0,3.6016784498204126,0.0,1.1666666666666667,0.0,2.4350117831537457,2.4350117831537457,112.47112542470578,97.37704302189536,-55.88534679013001,99.8120548050491,112.47112542470578,0.0
2023-12-26,0.0,33397.429796668344,33397.429796668344,927.0,0.0,43.130322580645164,0.0,438920601.10089064,0.0,8.653665033123934e-05,0.0028821800000000007,0.002011280296373051,0.0,2.890101704276402,0.0,1.1666666666666667,0.0,1.7234350376097354,1.7234350376097354,114.19456046231551,99.83670327077621,43.951356480646204,101.56013830838594,114.19456046231551,0.0
2023-12-27,0.0,51469.97799337338,51469.97799337338,927.0,0.0,43.130322580645164,0.0,439337561.45941466,0.0,8.645452133542182e-05,0.0028821800000000007,0.002097734817708473,0.0,4.449812310561791,0.0,1.1666666666666667,0.0,3.283145643895124,3.283145643895124,117.47770610621063,-220.48508799980146,-176.53373151915525,-217.20194235590634,117.47770610621063,0.0
2023-12-28,0.0,35106.91846455823,35106.91846455823,927.0,0.0,43.130322580645164,0.0,439754917.91677785,0.0,8.637247028544491e-05,0.0028821800000000007,0.002184107287993918,0.0,3.0322712718935927,0.0,1.1666666666666667,0.0,1.865604605226926,1.865604605226926,119.34331071143755,199.62932625154488,23.095594732389618,201.49493085677182,119.34331071143755,0.0
2023-12-29,0.0,43955.64916784993,43955.64916784993,927.0,0.0,43.130322580645164,0.0,440172670.84926116,0.0,8.629049710733288e-05,0.0028821800000000007,0.002270397785101251,0.0,3.792954817369293,0.0,1.1666666666666667,0.0,2.626288150702626,2.626288150702626,121.96959886214017,-107.95451458015876,-84.85891984776914,-105.32822642945614,121.96959886214017,0.0
2023-12-30,0.0,44411.29207089753,44411.29207089753,927.0,0.0,43.130322580645164,0.0,440590820.6335034,0.0,8.620860172718015e-05,0.0028821800000000007,0.002356606386828431,0.0,3.8286353903294787,0.0,1.1666666666666667,0.0,2.6619687236628122,2.6619687236628122,124.63156758580298,-5.558843417180711,-90.41776326494985,-2.8968746935178986,124.63156758580298,0.0
2023-12-31,0.0,36587.24224091527,36587.24224091527,927.0,0.0,43.130322580645164,0.0,441009367.64650047,0.0,8.612678407115138e-05,0.0028821800000000007,0.0024427331708995826,0.0,3.1511415122422184,0.0,1.1666666666666667,0.0,1.9844748455755516,1.9844748455755516,126.61604243137853,95.45340792578355,5.03564466083369,97.4378827713591,126.61604243137853,0.0
2024-01-01,0.0,32626.433495859295,32626.433495859295,927.0,0.0,43.130322580645164,0.0,441428312.26560724,0.0,8.604504406548117e-05,0.0028821800000000007,0.0025287782149650637,0.0,2.8073429078507037,0.0,1.1666666666666667,0.0,1.640676241184037,1.640676241184037,128.25671867256256,48.32186668968291,53.3575113505166,49.96254293086695,128.25671867256256,0.0
2024-01-02,0.0,34574.07437343859,34574.07437343859,927.0,0.0,43.130322580645164,0.0,441847654.86853653,0.0,8.596338163647424e-05,0.0028821800000000007,0.002614741596601538,0.0,2.9721043500917457,0.0,1.1666666666666667,0.0,1.805437683425079,1.805437683425079,130.06215635598764,-23.761218706467407,29.596292644049196,-21.955781023042327,130.06215635598764,0.0
2024-01-03,0.0,29467.902465222745,29467.902465222745,927.0,0.0,43.130322580645164,0.0,442267395.83335996,0.0,8.588179671050521e-05,0.0028821800000000007,0.002700623393312043,0.0,2.530756409003255,0.0,1.1666666666666667,0.0,1.3640897423365883,1.3640897423365883,131.4262460983242,62.295297280233314,91.89158992428251,63.6593870225699,131.4262460983242,0.0
2024-01-04,0.0,45202.22399942201,45202.22399942201,927.0,0.0,43.130322580645164,0.0,442687535.5385085,0.0,8.580028921401859e-05,0.0028821800000000007,0.002786423682526062,0.0,3.8783638922672603,0.0,1.1666666666666667,0.0,2.7116972256005933,2.7116972256005933,134.13794332392482,-191.958722717231,-100.0671327929485,-189.2470254916304,134.13794332392482,0.0
2024-01-05,0.0,36435.85780006716,36435.85780006716,927.0,0.0,43.130322580645164,0.0,443108074.3627725,0.0,8.571885907352867e-05,0.0028821800000000007,0.0028721425415995905,0.0,3.1232401599870876,0.0,1.1666666666666667,0.0,1.9565734933204209,1.9565734933204209,136.09451681724525,106.94966763212912,6.88253483918062,108.90624112544954,136.09451681724525,0.0
2024-01-06,0.0,35015.16024277227,35015.16024277227,927.0,0.0,43.130322580645164,0.0,443529012.6853023,0.0,8.56375062156195e-05,0.0028821800000000007,0.0029577800478152103,0.0,2.998611002931323,0.0,1.1666666666666667,0.0,1.8319443362646564,1.8319443362646564,137.9264611535099,17.33251019899771,24.215045038178328,19.164454535262365,137.9264611535099,0.0
2024-01-07,0.0,50257.35651590685,50257.35651590685,927.0,0.0,43.130322580645164,0.0,443950350.88560826,0.0,8.555623056694483e-05,0.0028821800000000007,0.0030433362783821552,0.0,4.299829981760074,0.0,1.1666666666666667,0.0,3.133163315093407,3.133163315093407,141.05962446860332,-185.95479453224195,-161.73974949406363,-182.82163121714854,141.05962446860332,0.0
2024-01-08,0.0,53281.01474782568,53281.01474782568,927.0,0.0,43.130322580645164,0.0,444372089.34356135,0.0,8.547503205422797e-05,0.0028821800000000007,0.003128811310436383,0.0,4.554196443452192,0.0,1.1666666666666667,0.0,3.3875297767855255,3.3875297767855255,144.44715424538884,-36.88863042940963,-198.62837992347326,-33.5011006526241,144.44715424538884,0.0
2024-01-09,0.0,47904.36474934217,47904.36474934217,927.0,0.0,43.130322580645164,0.0,444794228.4393933,0.0,8.539391060426182e-05,0.0028821800000000007,0.003214205221040645,0.0,4.090741040959276,0.0,1.1666666666666667,0.0,2.9240743742926094,2.9240743742926094,147.37122861968146,65.59512998149881,-133.03324994197445,68.51920435579143,147.37122861968146,0.0
2024-01-10,0.0,42989.939075035945,42989.939075035945,927.0,0.0,43.130322580645164,0.0,445216768.5536971,0.0,8.531286614390874e-05,0.0028821800000000007,0.003299518087184554,0.0,3.6675949178433336,0.0,1.1666666666666667,0.0,2.500928251176667,2.500928251176667,149.87215687085813,59.95599322653591,-73.07725671543854,62.45692147771258,149.87215687085813,0.0
2024-01-11,0.0,39953.6668879089,39953.6668879089,927.0,0.0,43.130322580645164,0.0,445639710.06742746,0.0,8.52318986001005e-05,0.0028821800000000007,0.0033847499857846543,0.0,3.405326884892444,0.0,1.1666666666666667,0.0,2.2386602182257773,2.2386602182257773,152.11081708908392,37.042520682949984,-36.03473603248855,39.28118090117576,152.11081708908392,0.0
2024-01-12,0.0,36374.5155300954,36374.5155300954,927.0,0.0,43.130322580645164,0.0,446063053.3619007,0.0,8.515100789983821e-05,0.0028821800000000007,0.0034699009936844925,0.0,3.097326659255941,0.0,1.1666666666666667,0.0,1.9306599925892745,1.9306599925892745,154.0414770816732,43.66564656532468,7.630910532836129,45.596306557913955,154.0414770816732,0.0
2024-01-13,0.0,30481.313207534215,30481.313207534215,927.0,0.0,43.130322580645164,0.0,446486798.8187956,0.0,8.507019397019228e-05,0.0028821800000000007,0.003554971187654685,0.0,2.5930512270311197,0.0,1.1666666666666667,0.0,1.426384560364453,1.426384560364453,155.46786164203766,71.89706833524646,79.52797886808258,73.32345289561091,155.46786164203766,0.0
2024-01-14,0.0,23370.38410524156,23370.38410524156,927.0,0.0,43.130322580645164,0.0,446910946.8201534,0.0,8.498945673830233e-05,0.0028821800000000007,0.003639960644392987,0.0,1.9862362488699359,0.0,1.1666666666666667,0.0,0.8195695822032691,0.8195695822032691,156.28743122424092,86.75333504797041,166.281313916053,87.57290463017368,156.28743122424092,0.0
2024-01-15,0.0,33241.84407819855,33241.84407819855,927.0,0.0,43.130322580645164,0.0,447335497.7483784,0.0,8.49087961313771e-05,0.0028821800000000007,0.0037248694405243644,0.0,2.822524961866786,0.0,1.1666666666666667,0.0,1.655858295200119,1.655858295200119,157.94328951944104,-120.43181167007528,45.84950224597772,-118.77595337487516,157.94328951944104,0.0
2024-01-16,0.0,35391.76214612495,35391.76214612495,927.0,0.0,43.130322580645164,0.0,447760451.98623794,0.0,8.482821207669446e-05,0.0028821800000000007,0.003809697652601059,0.0,3.0022199050994143,0.0,1.1666666666666667,0.0,1.8355532384327475,1.8355532384327475,159.77884275787378,-26.22900042870212,19.6205018172756,-24.39344719026937,159.77884275787378,0.0
2024-01-17,0.0,30223.797578624282,30223.797578624282,927.0,0.0,43.130322580645164,0.0,448185809.9168631,0.0,8.47477045016013e-05,0.0028821800000000007,0.0038944453571026602,0.0,2.5613974661094634,0.0,1.1666666666666667,0.0,1.3947307994427967,1.3947307994427967,161.17357355731656,63.04916772350816,82.66966954078376,64.44389852295096,161.17357355731656,0.0
2024-01-18,0.0,35848.13256065708,35848.13256065708,927.0,0.0,43.130322580645164,0.0,448611571.9237491,0.0,8.466727333351338e-05,0.0028821800000000007,0.003979112630436174,0.0,3.035163638009174,0.0,1.1666666666666667,0.0,1.8684969713425075,1.8684969713425075,163.04207052865905,-68.61688678080017,14.052782759983593,-66.74838980945766,163.04207052865905,0.0
